rank,city,company,website,state,founded,industry,metro
2433,Pittsburgh,EDWARD MARC BRANDS,edwardmarc.com,Pennsylvania,1914,Food & Beverage,"Pittsburgh, PA"
2434,Folsom,Real Estate Source,morecommission.info,California,2007,Real Estate,"Sacramento, CA"
2435,Kansas City,Lifestyle Publications,lifestylepubs.com,Missouri,2009,Media,"Kansas City, MO-KS"
2436,Addison,Nothing Bundt Cakes,nothingbundtcakes.com,Texas,1997,Food & Beverage,Dallas
2437,Naples,Argotrak,argotrak.com,Florida,2009,Business Products & Services,
2438,Sterling,Advantage One Partner,aotax.com,Virginia,2008,Financial Services,"Washington, DC"
2439,Bonita Springs,Surf9,surf9.com,Florida,2005,Consumer Products & Services,
2440,Alexandria,RM ADVISORY SERVICES,rmadvisory.com,Virginia,2005,Government Services,"Washington, DC"
2441,Houston,Resource Environmental Solutions,res.us,Texas,2007,Environmental Services,Houston
2442,Atlanta,EventSphere,eventsphere.com,Georgia,2010,Travel & Hospitality,Atlanta
2443,Herndon,Karsun Solutions,karsun-llc.com,Virginia,2009,Government Services,"Washington, DC"
2444,Norcross,beMatrix USA,bematrix.us,Georgia,2012,Advertising & Marketing,Atlanta
2445,Draper,"Zarbee's, Naturals",zarbees.com,Utah,2008,Health,Salt Lake City
2446,Chicago,PreScouter,prescouter.com,Illinois,2010,Business Products & Services,Chicago
2447,Portland,Mad Fish Digital,madfishdigital.com,Oregon,2006,Advertising & Marketing,"Portland, OR"
2448,Springfield,Nothum,nothum.com,Missouri,1971,Manufacturing,"Springfield, MO"
2449,Milwaukie,Axiom Eco Pest Control,axiompest.com,Oregon,2008,Consumer Products & Services,"Portland, OR"
2450,San Diego,ecUtopia,ecutopia.com,California,2011,Software,San Diego
2451,Jacksonville,Dream Finders Homes,dreamfindershomes.com,Florida,2008,Real Estate,"Jacksonville, FL"
2452,Rochester,TalentBridge,talentbridgeusa.com,New York,1985,Human Resources,"Rochester, NY"
2453,Austin,AffiniPay,affinipay.com,Texas,2005,Financial Services,Austin
2454,Cheyenne,Fund&Grow,fundandgrow.com,Wyoming,2007,Financial Services,
2455,Vienna,Merrison Technologies,merrison-tech.com,Virginia,2013,Business Products & Services,"Washington, DC"
2456,Phoenix-Mesa,SHIPHAUS,shiphaus.com,Arizona,2011,Logistics & Transportation,Phoenix
2457,Woburn,Cassidy Paving,cassidycorp.com,Massachusetts,2000,Construction,Boston
2458,San Francisco,Maven Recruiting Group,mavenrec.com,California,2010,Human Resources,San Francisco
2459,Emmaus,The Wire Guys,twgsecurity.com,Pennsylvania,2007,Security,"Allentown-Bethlehem-Easton, PA-NJ"
2460,Evanston,Clerestory Consulting,clerestoryconsulting.com,Illinois,2003,IT Management,Chicago
2461,Alexandria,Pro-Sphere Tek,prosphere.com,Virginia,2006,Government Services,"Washington, DC"
2462,Manalapan,Chelsea Financial Group,chelseapremium.com,New Jersey,2011,Insurance,New York City
2463,Plano,Broadleaf Commerce,broadleafcommerce.com,Texas,2011,Software,Dallas
2464,Fleetwood,DESCCO Design & Construction,descco.com,Pennsylvania,1976,Construction,
2465,Greenwood Village,SYMMETRIX Solutions,symxsol.com,Colorado,2012,IT Management,Denver
2466,Richmond,Mommy's Bliss,mommysbliss.com,California,1999,Consumer Products & Services,San Francisco
2467,Traverse City,The Great Lakes Potato Chip Company,greatlakespotatochips.com,Michigan,2010,Manufacturing,
2468,Lawndale,Monster Technology,monstertechnology.net,California,2012,Business Products & Services,Los Angeles
2469,Bellingham,Ben Kinney Companies,benkinney.com,Washington,2009,Real Estate,
2470,Austin,Busch Global,buschglobal.com,Texas,2012,Business Products & Services,Austin
2471,Franklin,Michael Hyatt & Company,michaelhyatt.comcareers,Tennessee,2012,Business Products & Services,Nashville
2472,Vancouver,Northwest Healthcare,northwestheatlhcare.com,Washington,1999,Health,"Portland, OR"
2473,Asheville,Cloud for Good,cloud4good.com,North Carolina,2010,IT Management,"Asheville, NC"
2474,Dallas,Saxony Partners,saxonypartners.com,Texas,2011,IT Management,Dallas
2475,Orange Park,Superior Fireworks,superiorfireworks.com,Florida,2001,Retail,"Jacksonville, FL"
2476,Fairfax,Concept Plus,conceptplusllc.com,Virginia,2008,Government Services,"Washington, DC"
2477,Lakewood,SellerCloud,sellercloud.com,New Jersey,2010,Software,New York City
2478,New York City,Vertex Global Solutions,vertexglobalcorp.com,New York,2011,Human Resources,New York City
2479,Charlotte,ImagineSoftware,imagineteam.com,North Carolina,2000,Health,Charlotte
2480,Seabrook,Infinity Massage Chairs,infinitymassagechairs.com,New Hampshire,2010,Consumer Products & Services,Boston
2481,Philadelphia,Philly Living,phillyliving.com,Pennsylvania,2010,Real Estate,Philadelphia
2482,Los Angeles,Score a Score,scoreascore.com,California,2010,Media,Los Angeles
2483,Atlanta,ADVANCED CARE PEDIATRICS,acpediatrics.com,Georgia,2010,Health,Atlanta
2484,Havre de Grace,Pendant Automation,pendantautomation.com,Maryland,2006,Engineering,"Washington, DC"
2485,Chadds Ford,Freerateupdate.com,freerateupdate.com,Pennsylvania,2009,Advertising & Marketing,Philadelphia
2486,Clermont,Hawkers Asian Street Fare,eathawkers.com,Florida,2011,Food & Beverage,"Orlando, FL"
2487,Seville,V3 Transportation,v3transportation.com,Ohio,2012,Logistics & Transportation,Cleveland
2488,Burlington,EvoText,evotext.com,Massachusetts,2012,Education,Boston
2489,Miami,How To Manage A Small Law Firm,howtomanageasmalllawfirm.com,Florida,2009,Business Products & Services,Miami
2490,Salt Lake City,Launch Leads,launchleads.com,Utah,2009,Business Products & Services,Salt Lake City
2491,Aspinwall,321Blink,321blink.com,Pennsylvania,2011,Advertising & Marketing,"Pittsburgh, PA"
2492,Blue Ash,InfoTrust,infotrust.com,Ohio,2004,Advertising & Marketing,Cincinnati
2493,Moorpark,Chosen Payments,chosenpayments.com,California,2011,Business Products & Services,"Oxnard-Thousand Oaks-Ventura, CA"
2494,Fairfax,MANDEX,mandex.com,Virginia,1987,Government Services,"Washington, DC"
2495,Irvine,Kore1,kore1.com,California,2005,Human Resources,Los Angeles
2496,Chicago,Liquidus Marketing,liquidus.net,Illinois,2001,Advertising & Marketing,Chicago
2497,St Louis,Abstrakt Marketing Group,abstraktmg.com,Missouri,2009,Advertising & Marketing,"St. Louis, MO-IL"
2498,Bend,Zuri Group,zurigroup.com,Oregon,2007,IT System Development,
2499,Austin,EBQuickstart,ebq.com,Texas,2006,Business Products & Services,Austin
2500,Greenvielle,Global Lending Services,glsauto.com,South Carolina,2011,Financial Services,"Greenville-Mauldin-Easley, SC"
2501,Cleveland,TPI Efficiency,tpiefficiency.com,Ohio,2009,Business Products & Services,Cleveland
,,,,,,,
2502,York,Doceo Office Solutions,mydoceo.com,Pennsylvania,2004,Business Products & Services,
2503,Wakefield,ChartWise Medical Systems,chartwisemed.com,Rhode Island,2009,Health,
2504,Huntington Beach,All Industrial Tool Supply,allindustrial.com,California,2010,Manufacturing,Los Angeles
2505,Indianapolis,Formstack,formstack.com,Indiana,2006,Software,"Indianapolis, IN"
2506,Rocklin,MarkSYS,themarksys.com,California,2011,Advertising & Marketing,"Sacramento, CA"
2507,Cincinnati,RoundTower Technologies,roundtower.com,Ohio,2007,IT System Development,Cincinnati
2508,Los Angeles,Crimson IT,crimsonit.com,California,2011,IT Management,Los Angeles
2509,St Louis,Chhabra Enterprises,laptopuniverse.com,Missouri,1999,Consumer Products & Services,"St. Louis, MO-IL"
2510,Vienna,Level Access,levelaccess.com,Virginia,1997,Software,"Washington, DC"
2511,Lake Zurich,Champion Healthcare Technologies,championht.com,Illinois,2006,Health,Chicago
2512,Bellevue,Intrust Funding,intrustfunding.com,Washington,2010,Financial Services,Seattle
2513,Chicago,Culture Studio,culturestudio.net,Illinois,2005,Consumer Products & Services,Chicago
2514,San Francisco,Sportique,sportique.com,California,2009,Retail,San Francisco
2515,Fullerton,The Network Pro,thenetworkpro.net,California,2003,IT Management,Los Angeles
2516,St Louis,GadellNet Technology Solutions,gadellnet.com,Missouri,2003,IT Management,"St. Louis, MO-IL"
2517,Sun Prairie,Continental Mapping Consultants,continentalmapping.com,Wisconsin,1999,Engineering,"Madison, WI"
2518,Alexandria,Silverback Strategies,silverbackstrategies.com,Virginia,2007,Advertising & Marketing,"Washington, DC"
2519,Scottsdale,Venture REI,venturerei.com,Arizona,2010,Real Estate,Phoenix
2520,Woodinville,Surdi Enterprise,purecleanseattle.com,Washington,2011,Consumer Products & Services,Seattle
2521,San Jose,MoTek Technologies,motektech.com,California,2009,Software,San Jose
2522,Hudson,LeafFilter Gutter Protection,leaffilter.com,Ohio,2005,Consumer Products & Services,
2523,Reston,Simmetry Solutions,simmetrysolutions.com,Virginia,2011,Government Services,"Washington, DC"
2524,Indianapolis,Pondurance,pondurance.com,Indiana,2008,IT Management,"Indianapolis, IN"
2525,Tampa,AgileThought,agilethought.com,Florida,2004,Software,Tampa
2526,Narburth,Fun and Function,funandfunction.com,Pennsylvania,2005,Retail,Philadelphia
2527,Philadelphia,La Colombe Coffee Roaster,lacolombe.com,Pennsylvania,1994,Food & Beverage,Philadelphia
2528,Chicago,Legalpeople/The Partners Group,legalpeoplegroup.com,Illinois,2001,Business Products & Services,Chicago
2529,Austin,ProEquity Asset Management,proequityam.com,Texas,2011,Real Estate,Austin
2530,Houston,ConvergePoint,convergepoint.com,Texas,2002,Software,Houston
2531,Tigard,Royal Vending,royalvendingnw.com,Oregon,2006,Food & Beverage,"Portland, OR"
2532,Dallas,Highlands Residential Mortgage,highlandsmortgage.com,Texas,1989,Financial Services,Dallas
2533,Brea,American Financial Network,afncorp.com,California,2001,Financial Services,Los Angeles
2534,Austin,Bilt Rite Scaffold,biltritescaffold.com,Texas,2006,Construction,Austin
2535,Oakbrook Terrace,Indusa Technical,indusa.com,Illinois,1989,IT System Development,Chicago
2536,Kennesaw,Eagle Business Credit,eaglebusinesscredit.com,Georgia,2013,Financial Services,Atlanta
2537,Phoenix,VincentBenjamin,vincentbenjamin.com,Arizona,2008,Human Resources,Phoenix
2538,Chandler,SLM Holdings,landscapeinc.us,Arizona,1998,Business Products & Services,Phoenix
2539,Falls Church,Evans,evansincorporated.com,Virginia,1994,Government Services,"Washington, DC"
2540,Destin,RealJoy Vacations,realjoy.com,Florida,2009,Real Estate,
2541,Weston,Pure Solutions,puresolutions.com,Massachusetts,2009,Consumer Products & Services,Boston
2542,Overland Park,United States Appraisals,unitedstatesappraisals.com,Kansas,2008,Real Estate,"Kansas City, MO-KS"
2543,Costa Mesa,Sovereign Lending Group,slgmortgage.com,California,2005,Financial Services,Los Angeles
2544,Wall,Automotive Avenues,automotiveavenuesnj.com,New Jersey,2010,Retail,New York City
2545,Seattle,2A Consulting,2adaptive.com,Washington,2010,Advertising & Marketing,Seattle
2546,Mount Laurel,HousePaws Mobile Veterinary Service,housepawsmobilevet.com,New Jersey,2010,Health,Philadelphia
2547,Ft Collins,Brinkman,brinkmancolorado.com,Colorado,2005,Real Estate,
2548,North Venice,Lightspeed Voice,lightspeedvoice.com,Florida,2009,Telecommunications,"Sarasota-Bradenton-Venice, FL"
2549,New York City,Trustpilot,trustpilot.com,New York,2007,Business Products & Services,New York City
2550,Leesburg,Paramount Business Jets,paramountbusinessjets.com,Virginia,2005,Travel & Hospitality,"Washington, DC"
2551,Lakewood,Rastaclat,rastaclat.com,California,2011,Consumer Products & Services,Los Angeles
2552,San Francisco,Metric Theory,metrictheory.com,California,2012,Advertising & Marketing,San Francisco
2553,Chattanooga,GreenForm,mygreenform.com,Tennessee,2012,Construction,
2554,Cincinnati,Commonwealth,commonwealthinc.com,Ohio,1985,Logistics & Transportation,Cincinnati
2555,Queensbury,Stored Technology Solutions,storedtech.com,New York,2009,IT Management,
2556,Plano,First National Title Insurance Company,fnti.com,Texas,2012,Insurance,Dallas
2557,New York City,Extraordinary Journeys,extraordinaryjourneys.com,New York,2009,Travel & Hospitality,New York City
2558,Austin,HumanN,humann.com,Texas,2010,Health,Austin
2559,South Burlington,BlackRock Construction,blackrockus.com,Vermont,2012,Construction,
2560,Roswell,EDGE Business Systems,edgeatl.com,Georgia,2012,Business Products & Services,Atlanta
2561,Orlando,Just Events! Group/dba Just Marry!/dba Just Right! Destination Management,justeventsgroup.com,Florida,1992,Travel & Hospitality,"Orlando, FL"
2562,Austin,Momentum Factor,momofactor.com,Texas,2009,Software,Austin
2563,Boston,Skyword,skyword.com,Massachusetts,2010,Advertising & Marketing,Boston
2564,San Diego,KPI Logistics,kpilogistics.com,California,2010,Logistics & Transportation,San Diego
2565,Tarpon Springs,One Brand Marketing,onebrandmarketing.com,Florida,2012,Advertising & Marketing,Tampa
2566,Braintree,TWG Insurance Agency,westportgp.com,Massachusetts,2007,Insurance,Boston
2567,San Francisco,Gear,gearinc.com,California,2007,Software,San Francisco
2568,Plano,Akorbi,akorbi.com,Texas,2003,Business Products & Services,Dallas
2569,Dallas,DECA Dental Group,decadental.com,Texas,2008,Health,Dallas
2570,Austin,Erben Associates,erbenassociates.com,Texas,1993,Financial Services,Austin
2571,Coarsgegold,Kuykendall Solar,kuykendallsolar.com,California,2010,Energy,
2572,New York City,FranchiseHelp,franchisehelp.com,New York,2010,Business Products & Services,New York City
2573,Dallas,Gadberry Construction Company,gccorp.net,Texas,2001,Construction,Dallas
2574,Greenwood Village,Unison Systems,unisonsystems.com,Colorado,1997,IT System Development,Denver
2575,Huntsville,MartinFederal,martinfed.com,Alabama,2007,Government Services,"Huntsville, AL"
2576,Atlanta,The Service Fort,theservicefort.com,Georgia,2004,Business Products & Services,Atlanta
2577,Charlotte,SouthEnd Exteriors,southendexteriors.com,North Carolina,2007,Construction,Charlotte
2578,Columbus,Palmetto Construction Services,palmettobuilds.com,Ohio,2010,Construction,"Columbus, OH"
2579,Cincinnati,Team Fitz Graphics,teamfitzgraphics.com,Ohio,2008,Manufacturing,Cincinnati
2580,Fayetteville,McKee Homes,mckeehomesnc.com,North Carolina,2010,Construction,"Raleigh, NC"
2581,Woburn,Carlson Management Consulting,carlsonmc.com,Massachusetts,2010,IT Management,Boston
2582,Soquel,"Bellows Plumbing, Heating & Air",bellowsservice.com,California,2004,Construction,
2583,Alpharetta,S2 IT Group,s2itgroup.com,Georgia,2009,Software,Atlanta
2584,Baton Rouge,ITinspired,itinspired.com,Louisiana,2012,IT Management,"Baton Rouge, LA"
2585,Culver City,Boa Logistics,boalogistics.com,California,2011,Logistics & Transportation,Los Angeles
2586,St Petersburg,Kobie Marketing,kobie.com,Florida,1990,Advertising & Marketing,Tampa
2587,Council Bluffs,Kirsch Transportation,kirschtrans.com,Iowa,2001,Logistics & Transportation,"Omaha-Council Bluffs, NE-IA"
2588,Wakefield,Best Practice Energy,bestpracticeenergy.com,Rhode Island,2010,Energy,
2589,Atlanta,DMA Custom Millwork,dmamillwork.com,Georgia,1993,Construction,Atlanta
2590,Hyde Park,Dune Jewelry,dunejewelry.com,Massachusetts,2010,Manufacturing,Boston
2591,Sandy,Connexion Point,connexionpoint.com,Utah,2010,Health,Salt Lake City
2592,Hampton,Marshall Scientific,marshallscientific.com,New Hampshire,2012,Health,Boston
2593,Woburn,TAG Group,tag-ages.com,Massachusetts,2007,Financial Services,Boston
2594,Irving,Dental Warranty,dentalwarrantycorp.com,Texas,2009,Health,Dallas
2595,Houston,Mazzarino Construction & Development,mazzarinocon-dev.com,Texas,2006,Construction,Houston
2596,Austin,ECR | Equitable Commercial Realty,ecrtx.com,Texas,2010,Real Estate,Austin
2597,Syracuse,CXtec,cxtec.com,New York,1878,Computer Hardware,
2598,Shelton,Northeast Private Client Group,northeastpcg.com,Connecticut,2010,Real Estate,"Bridgeport-Stamford-Norwalk, CT"
2599,Elk Grove Village,Orsini Healthcare,orsinihealthcare.com,Illinois,2004,Health,Chicago
2600,New Orleans,Ready Power,readypowerusa.com,Louisiana,2009,Construction,New Orleans
2601,Porter Ranch,Thornhill,thornhillandassociates.com,California,2003,Insurance,Los Angeles
2602,Magnolia,Proforma BrandCentric Solutions,proformabcs.com,Texas,2005,Business Products & Services,
2603,Las Vegas,Cure 4 the Kids Foundation,cure4thekids.org,Nevada,2007,Health,"Las Vegas, NV"
2604,College Grove,Tennessee Foundation Services,tfsrepair.com,Tennessee,2000,Construction,Nashville
2605,Denton,"Strittmatter Air Conditioning, Heating & Plumbing",strittmatters.com,Texas,1980,Construction,Dallas
2606,Austin,INK Communications,ink-co.com,Texas,2004,Advertising & Marketing,Austin
2607,Orem,Edge,edgeservicing.com,Utah,2008,Consumer Products & Services,"Provo-Orem, UT"
2608,San Francisco,Maxton & Company,maxtonandcompany.com,California,2011,Retail,San Francisco
2609,Irvine,Kajabi,kajabi.com,California,2010,Software,Los Angeles
2610,Charlottesville,CoConstruct,coconstruct.com,Virginia,2005,Software,
2611,El Segundo,Wpromote,wpromote.com,California,2001,Advertising & Marketing,Los Angeles
2612,Tampa,The Fulfillment Lab,thefulfillmentlab.com,Florida,2012,Logistics & Transportation,Tampa
2613,Virginia Beach,Chantel Ray Real Estate,chantelray.com,Virginia,2011,Real Estate,Virginia Beach
2614,Grand Rapids,Specialized Computer Solutions,scsgrandrapids.com,Michigan,2000,IT Management,"Grand Rapids, MI"
2615,Irvine,Accurate Background,accuratebackground.com,California,1997,Human Resources,Los Angeles
2616,Atlanta,Equipment Management Group,equipmentmg.com,Georgia,2008,Logistics & Transportation,Atlanta
2617,Fremont,New Tech Solutions,ntsca.com,California,1997,Government Services,San Francisco
2618,Voorhees,Trinity Packaging Supply,trinitypackagingsupply.com,New Jersey,2010,Logistics & Transportation,Philadelphia
2619,Charlotte,NEBO Express,neboexpress.com,North Carolina,2011,Business Products & Services,Charlotte
